Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
49,Female,Bachelor's,Single,102293,742,10332,Auto,Self-employed,0,Poor,0.442229098,153987,2,Reidberg,AR,Thailand,0,2,Medium
46,Female,Bachelor's,Widowed,109907,676,35060,Auto,Unemployed,19,Excellent,0.317479041,32628,3,Christyburgh,VT,New Caledonia,3,0,Low
38,Non-binary,Bachelor's,Single,70354,611,46152,Business,Self-employed,17,Good,0.547083362,91912,1,Dianashire,UT,Bermuda,1,2,High
29,Male,Bachelor's,Single,37957,720,25367,Auto,Employed,3,Fair,0.268398178,240226,0,Hoffmanfurt,NY,British Indian Ocean Territory (Chagos Archipelago),0,1,Medium
29,Non-binary,High School,Divorced,61753,786,12724,Personal,Unemployed,14,Poor,0.456986604,186291,2,Rodriguezborough,PA,Isle of Man,4,0,Low
40,Female,Bachelor's,Single,69876,645,33405,Home,Unemployed,4,Good,0.577496268,200151,1,West Jamestown,CA,Papua New Guinea,3,0,Low
35,Male,PhD,Divorced,112675,705,38431,Personal,Self-employed,11,Excellent,0.306627162,221276,2,Smithton,NV,Germany,0,2,Low
21,Non-binary,Bachelor's,Single,104269,722,16901,Auto,Self-employed,19,Good,0.323723571,25274,3,South Wendy,WV,Japan,1,2,Low
35,Female,Bachelor's,Divorced,101540,653,11796,Auto,Employed,0,Excellent,0.263503509,151385,0,Herreraborough,DC,Thailand,1,0,Medium
49,Female,PhD,Widowed,50158,770,35294,Auto,Unemployed,6,Excellent,0.397390293,49457,3,East Robert,DE,Mozambique,2,1,High
55,Male,PhD,Married,52863,704,32398,Business,Unemployed,4,Poor,0.283694227,95056,0,North Feliciafurt,CO,Iceland,0,1,Low
49,Non-binary,Bachelor's,Married,87546,775,10243,Home,Unemployed,3,Good,0.529577922,255929,0,Murphyfort,AS,Qatar,2,0,Low
23,Non-binary,PhD,Married,65174,752,33424,Personal,Employed,1,Excellent,0.252718237,64623,0,North Amy,ID,Finland,4,2,Medium
23,Non-binary,Master's,Widowed,23236,701,27362,Auto,Unemployed,19,Good,0.556220544,28531,2,Mooreside,WY,Fiji,2,2,Low
69,Female,PhD,Single,85298,610,21294,Personal,Unemployed,10,Poor,0.366048784,29884,2,Carlosshire,PW,Namibia,0,2,Medium
45,Male,High School,Married,41414,693,18582,Personal,Self-employed,1,Excellent,0.517005629,176337,1,North Evelynfurt,FM,Puerto Rico,1,2,Low
59,Female,Bachelor's,Widowed,79757,694,14846,Home,Unemployed,18,Fair,0.193695255,286088,2,North Robyn,ME,Czech Republic,1,1,Low
48,Non-binary,High School,Divorced,112024,615,41533,Auto,Unemployed,15,Excellent,0.118543447,245190,0,North Christopherhaven,NH,Portugal,3,1,Low
49,Male,Bachelor's,Divorced,81463,722,31833,Home,Employed,1,Fair,0.301330127,115150,1,Juliemouth,FM,Tajikistan,0,2,Medium
24,Female,PhD,Divorced,118123,756,39852,Auto,Employed,4,Excellent,0.322162202,76892,2,Bakerhaven,SD,Brazil,0,0,Medium
26,Female,PhD,Divorced,44583,768,18713,Home,Employed,14,Poor,0.433670713,256628,0,Sydneyberg,ID,Kazakhstan,3,1,Low
34,Male,Master's,Single,69874,671,18830,Home,Employed,19,Fair,0.387177921,249930,2,East Brandonside,UT,Barbados,0,1,Low
31,Non-binary,PhD,Married,31143,627,24045,Personal,Employed,14,Good,0.445576297,133726,3,Jeanettemouth,WY,Spain,1,1,Low
55,Non-binary,Master's,Divorced,115341,601,46345,Auto,Self-employed,6,Fair,0.46187574,90997,2,North Georgeberg,OK,Sudan,0,1,Low
43,Non-binary,High School,Married,90220,712,20552,Business,Self-employed,2,Fair,0.405605002,127550,3,Gonzaleztown,PR,American Samoa,2,1,Medium
61,Non-binary,PhD,Married,86573,612,12284,Auto,Self-employed,13,Good,0.146113543,135204,3,Port Tiffanyside,MH,Tonga,4,0,Medium
57,Female,PhD,Married,115987,711,19327,Business,Self-employed,9,Fair,0.408299746,62495,1,East Tracyside,UT,Palestinian Territory,2,0,Medium
55,Non-binary,PhD,Married,31439,725,47120,Business,Unemployed,2,Excellent,0.105490934,179433,3,Chavezshire,VA,Guam,3,1,Medium
32,Male,Master's,Married,32122,740,34367,Auto,Unemployed,5,Excellent,0.360329742,38659,3,New Lisaburgh,KS,Mongolia,4,2,Low
61,Male,Master's,Divorced,99322,658,35238,Personal,Unemployed,18,Poor,0.484960027,94344,3,New Paulton,CA,Burundi,3,0,Low
35,Non-binary,Master's,Married,50743,633,27997,Business,Unemployed,8,Fair,0.282021473,54422,4,Saraton,MD,Greece,4,1,Medium
19,Female,Bachelor's,Single,37400,715,37839,Home,Employed,19,Excellent,0.553079044,94113,0,Ricebury,NY,Iraq,2,2,Low
48,Non-binary,High School,Single,111685,672,6839,Home,Unemployed,8,Good,0.254005123,242916,0,Dorothybury,IL,Egypt,1,2,Low
57,Male,High School,Married,114817,620,36310,Auto,Self-employed,2,Poor,0.253159508,281540,2,Lake Peggyburgh,CT,Syrian Arab Republic,3,2,Low
18,Male,Bachelor's,Married,94460,764,17838,Business,Employed,18,Good,0.381589324,154966,1,New Jeremy,WA,Zambia,3,2,Low
21,Male,Master's,Married,78817,772,33330,Auto,Employed,4,Good,0.577116784,186453,3,New Peterstad,TX,Somalia,4,0,Low
55,Non-binary,High School,Widowed,78824,768,5798,Business,Self-employed,7,Poor,0.565798437,279670,4,West Wanda,CO,United Arab Emirates,3,0,Medium
33,Non-binary,High School,Divorced,48087,758,25937,Auto,Self-employed,17,Excellent,0.296149131,181209,0,Laneville,MP,United Arab Emirates,1,2,Medium
61,Male,Bachelor's,Widowed,20183,677,46697,Auto,Self-employed,12,Excellent,0.515427596,161299,0,Miguelmouth,ME,Thailand,3,0,Low
64,Non-binary,Bachelor's,Single,86558,768,48390,Home,Employed,16,Fair,0.482779731,288125,1,East Pam,WI,Namibia,0,2,Low
24,Female,PhD,Married,37676,692,47773,Home,Employed,6,Excellent,0.254101165,288920,4,Henrybury,OR,Mali,4,1,Low
27,Female,High School,Widowed,105825,660,40511,Home,Employed,9,Poor,0.181218475,27349,0,Lake Aaronchester,PA,Faroe Islands,1,0,Low
26,Male,High School,Divorced,48688,778,29232,Personal,Employed,3,Excellent,0.489742118,291459,0,Salinasstad,UT,Comoros,3,1,Low
63,Non-binary,PhD,Single,34800,752,45888,Personal,Unemployed,14,Good,0.418548841,48905,4,Jenniferstad,NM,Angola,2,2,Medium
62,Male,Bachelor's,Single,95969,783,24423,Business,Unemployed,1,Good,0.567725332,231918,0,Robertshire,SC,Barbados,4,0,Medium
32,Female,PhD,Divorced,118262,692,29535,Personal,Self-employed,1,Excellent,0.204913106,212664,3,South Kelly,MN,Belize,1,0,Low
56,Male,Master's,Widowed,59605,732,39633,Home,Employed,3,Poor,0.481917746,133045,0,Kanehaven,MT,Eritrea,1,1,Low
61,Male,PhD,Single,58822,782,36173,Business,Unemployed,7,Poor,0.219724526,141116,1,Jessicahaven,VI,Malta,4,1,High
35,Female,Master's,Single,30683,749,45526,Personal,Self-employed,0,Excellent,0.360290256,211240,1,Andrewhaven,CO,Denmark,3,2,Medium
68,Female,Master's,Single,80308,714,42891,Home,Employed,9,Good,0.484291792,288342,3,Lake Danielberg,CA,Bolivia,3,0,Low
66,Non-binary,PhD,Single,81383,670,35689,Home,Employed,1,Good,0.376949802,280158,1,Angelberg,IL,Mali,1,0,Medium
27,Non-binary,Bachelor's,Married,76153,663,9647,Personal,Unemployed,15,Good,0.242833683,102991,0,West Douglaschester,WA,Cook Islands,1,2,High
66,Female,Master's,Widowed,117392,737,11577,Business,Self-employed,4,Fair,0.383610046,207333,2,Port Katherineview,DE,Malawi,1,2,Low
39,Male,Master's,Single,86358,789,43360,Home,Unemployed,18,Excellent,0.266003518,26890,4,Port Jack,DE,Pakistan,3,2,High
30,Male,Master's,Divorced,92158,605,48933,Personal,Self-employed,5,Good,0.38158811,214233,1,Ashleyview,OK,Mauritius,4,2,Low
55,Female,PhD,Widowed,43652,631,37398,Personal,Self-employed,16,Excellent,0.536027606,292807,2,Kimberlyton,ID,Czech Republic,2,2,Medium
41,Female,PhD,Married,43795,694,9630,Business,Unemployed,3,Poor,0.194287596,242752,0,North Kellyfort,AK,Sao Tome and Principe,0,0,Low
53,Male,PhD,Divorced,99925,655,6093,Business,Employed,5,Fair,0.341812487,26694,0,Williamsborough,PW,Cuba,4,0,Medium
44,Non-binary,Master's,Married,36375,730,9659,Home,Self-employed,3,Poor,0.581087962,113216,3,Lake Olivia,TN,Papua New Guinea,0,2,Low
69,Male,Master's,Single,36277,751,10179,Business,Unemployed,18,Good,0.146715495,271658,1,North Thomasview,AL,Brazil,2,2,Low
19,Male,Bachelor's,Married,40545,611,12882,Business,Employed,14,Poor,0.21500464,281363,2,South Danatown,WA,Cook Islands,1,2,Low
24,Female,Bachelor's,Single,45545,749,6840,Business,Unemployed,8,Poor,0.30881347,117156,1,South Alexis,AR,Bermuda,2,1,High
60,Non-binary,Bachelor's,Divorced,56994,722,21401,Home,Unemployed,10,Poor,0.197242088,101348,4,Brettshire,NJ,Georgia,3,0,Medium
38,Non-binary,High School,Divorced,44798,742,15836,Business,Unemployed,15,Good,0.300860446,22565,2,Codyport,NC,Cook Islands,1,0,Low
46,Male,Master's,Widowed,37752,601,26999,Home,Employed,4,Good,0.37087851,51828,4,South Carolyn,WA,Honduras,3,1,Medium
18,Male,PhD,Married,96620,686,47372,Personal,Unemployed,7,Excellent,0.335504114,102193,0,East Danielle,CT,Isle of Man,1,2,Low
64,Non-binary,PhD,Divorced,49846,717,23549,Business,Unemployed,5,Good,0.385431268,51725,2,South Robert,TN,Peru,4,0,Medium
62,Non-binary,Bachelor's,Widowed,33157,764,43328,Auto,Unemployed,19,Poor,0.253706505,111543,1,Port Lucasburgh,PW,France,1,2,High
43,Non-binary,Bachelor's,Widowed,100541,691,18827,Business,Self-employed,0,Excellent,0.328771275,30318,1,West Michael,KS,Mexico,1,2,Low
25,Female,Bachelor's,Widowed,34860,653,33557,Business,Self-employed,4,Poor,0.254494702,297826,2,Nicoleview,NY,Anguilla,1,0,Low
68,Female,Bachelor's,Widowed,89741,689,18127,Personal,Unemployed,18,Excellent,0.286218609,203540,3,Craigfurt,MD,Guadeloupe,1,2,Medium
66,Male,PhD,Widowed,111586,735,42495,Personal,Self-employed,12,Poor,0.324773233,138156,1,Lake Robertton,MD,Bahamas,3,0,Medium
37,Non-binary,Bachelor's,Married,60834,687,48283,Business,Unemployed,5,Fair,0.488807751,48748,3,Jenniferside,AK,Cote d'Ivoire,1,0,Medium
40,Non-binary,Bachelor's,Widowed,32583,794,25038,Business,Unemployed,2,Fair,0.490590075,79888,1,Bellborough,AS,Bulgaria,0,2,High
53,Male,PhD,Divorced,57921,723,37583,Business,Unemployed,16,Good,0.346367337,42219,2,Port Krista,OH,Trinidad and Tobago,1,0,Low
23,Male,PhD,Married,40319,705,17280,Auto,Employed,0,Good,0.453228851,142690,3,Jessicachester,MP,Solomon Islands,0,0,Medium
41,Non-binary,PhD,Divorced,28417,788,20660,Business,Employed,10,Fair,0.204915356,97524,4,Bakerchester,DE,Madagascar,2,1,Low
45,Male,High School,Single,99852,644,27081,Personal,Employed,1,Excellent,0.308002131,138175,2,New Tammy,NV,Yemen,3,0,Low
56,Female,High School,Married,38227,643,34048,Business,Self-employed,18,Good,0.23597688,173876,4,Port Christopherfurt,TN,Burkina Faso,0,2,Low
33,Non-binary,High School,Married,67796,732,31507,Business,Self-employed,14,Fair,0.272620387,164407,4,Walkerside,IA,Christmas Island,2,1,Low
59,Female,High School,Single,90605,725,15170,Auto,Self-employed,13,Good,0.247602851,51584,2,Trantown,TX,Timor-Leste,1,2,Low
66,Male,PhD,Divorced,90320,796,16556,Auto,Unemployed,17,Excellent,0.557232505,95170,1,Lake Gene,DE,Cuba,1,0,Low
61,Female,High School,Single,113786,623,7420,Business,Employed,19,Good,0.230189127,216378,0,Robertsonberg,TX,Palau,4,0,Medium
23,Non-binary,Bachelor's,Widowed,43466,782,9619,Business,Unemployed,11,Good,0.48979578,182822,4,Lake Stephanieborough,CT,Norfolk Island,3,0,Low
22,Female,Master's,Widowed,111499,686,35434,Personal,Unemployed,13,Good,0.304705049,187389,1,Butlerview,MN,Vanuatu,0,0,High
44,Non-binary,High School,Divorced,75578,721,26122,Business,Employed,10,Fair,0.550758644,50286,1,Port Jacqueline,MS,Paraguay,3,0,Low
61,Non-binary,Master's,Widowed,68875,700,15006,Personal,Self-employed,14,Excellent,0.242262909,295485,2,Medinatown,IN,Mexico,1,1,Low
26,Female,PhD,Married,27004,774,30241,Personal,Employed,15,Excellent,0.181767915,124383,4,Petersonview,DC,Isle of Man,1,2,Medium
21,Non-binary,Bachelor's,Single,70109,612,6735,Business,Employed,16,Excellent,0.130603195,243232,3,West James,MA,Burkina Faso,4,1,High
56,Female,High School,Single,85057,679,35548,Auto,Employed,17,Fair,0.326644537,140260,0,Michellechester,AS,Equatorial Guinea,1,1,High
30,Non-binary,PhD,Single,119332,630,17468,Business,Employed,17,Fair,0.464114496,140795,1,Gravesberg,VT,Samoa,1,2,Medium
59,Male,PhD,Married,30511,643,11574,Home,Self-employed,2,Good,0.16189538,48476,3,Wrightfurt,CO,Nepal,2,2,Low
45,Female,Bachelor's,Divorced,52308,642,20464,Personal,Employed,0,Good,0.133926619,150368,2,Butlerborough,WI,Cayman Islands,0,0,Medium
51,Non-binary,High School,Divorced,22966,680,16220,Home,Self-employed,4,Fair,0.588902962,272497,2,Christopherbury,VI,Tanzania,2,0,Low
67,Female,Bachelor's,Single,68330,741,18473,Home,Unemployed,13,Fair,0.182683509,276021,2,Johnstonchester,NM,Pakistan,3,2,Low
40,Female,PhD,Single,50785,675,14584,Auto,Self-employed,4,Excellent,0.111106043,201731,0,Mooreport,AK,Guinea,4,1,High
33,Non-binary,Bachelor's,Single,106994,727,26924,Personal,Self-employed,16,Good,0.461401876,294932,0,Andersonfurt,MO,Bulgaria,3,0,Low
62,Non-binary,Bachelor's,Single,81710,722,18018,Auto,Unemployed,16,Fair,0.228687564,21583,4,Lake Michael,OR,Cuba,3,0,Low
30,Female,PhD,Divorced,111005,731,34657,Personal,Employed,6,Excellent,0.156844266,72186,2,Myersfort,LA,Bouvet Island (Bouvetoya),3,1,Low
39,Non-binary,Master's,Widowed,110197,642,13407,Business,Employed,13,Good,0.514386805,249792,0,Paulberg,RI,Romania,0,1,Low
47,Non-binary,PhD,Married,48892,623,42009,Auto,Unemployed,5,Fair,0.481389334,199557,1,South Sharon,IL,Finland,4,1,Low
43,Female,Master's,Divorced,95400,768,44512,Auto,Unemployed,19,Fair,0.1454004,125061,1,New Michael,MD,Indonesia,2,2,Low
46,Female,Master's,Widowed,108271,604,29454,Business,Employed,7,Good,0.563960886,212570,0,East Katherine,TN,Zambia,4,1,Low
62,Male,PhD,Married,102805,735,34741,Personal,Unemployed,15,Good,0.592882189,132461,4,Port Rebeccaville,MD,Iceland,4,0,Low
67,Female,High School,Married,73276,717,44581,Auto,Employed,0,Poor,0.245910983,298985,1,Waynestad,RI,Western Sahara,2,0,Medium
62,Non-binary,High School,Single,50054,669,32562,Business,Self-employed,14,Excellent,0.398731253,260959,0,New Danielle,AR,Eritrea,1,1,Medium
46,Non-binary,High School,Married,27089,720,35207,Home,Self-employed,15,Excellent,0.577377213,75245,3,New Deborah,CT,Morocco,0,1,Medium
45,Non-binary,PhD,Single,24476,616,38874,Home,Employed,1,Excellent,0.386979295,210576,1,East Leeville,VT,Portugal,4,1,Medium
19,Male,High School,Divorced,92855,615,46036,Personal,Employed,11,Good,0.246012658,152805,2,West Brentburgh,DC,Liberia,4,2,Low
48,Male,Bachelor's,Married,56790,744,11069,Business,Unemployed,12,Good,0.103322448,91957,3,Port Johnshire,PW,Nicaragua,0,2,Low
24,Non-binary,Master's,Married,88595,765,49046,Auto,Self-employed,3,Poor,0.233088631,214936,0,New Justin,ME,Syrian Arab Republic,4,1,Medium
67,Female,Master's,Single,66576,651,28129,Business,Self-employed,16,Poor,0.336273548,253493,0,Lake Aaronshire,WA,Uzbekistan,3,0,High
64,Non-binary,Bachelor's,Married,108762,724,21553,Home,Employed,17,Fair,0.587845065,149028,3,South Brian,IL,Luxembourg,3,1,High
39,Female,Bachelor's,Married,64273,777,46308,Business,Self-employed,6,Excellent,0.150295315,154005,2,Matthewview,DE,Dominican Republic,0,0,Medium
24,Non-binary,Bachelor's,Married,94714,779,12184,Personal,Unemployed,3,Excellent,0.357802854,297324,2,South Christopher,UT,Nepal,1,0,Low
65,Non-binary,High School,Single,54593,628,49092,Auto,Self-employed,0,Good,0.41557777,155171,2,Alexanderbury,MP,Papua New Guinea,1,0,Low
48,Male,Master's,Divorced,116665,787,12157,Personal,Unemployed,3,Good,0.445538131,21333,1,North Shannonmouth,MS,San Marino,1,0,Low
69,Non-binary,PhD,Married,42487,640,17620,Auto,Employed,1,Poor,0.329723591,52473,0,East Jennaton,IN,Equatorial Guinea,1,1,Medium
49,Male,Bachelor's,Single,28301,661,48974,Business,Self-employed,17,Poor,0.517500684,204270,4,South Amanda,ID,Lithuania,1,1,Medium
39,Non-binary,PhD,Married,58458,779,42648,Home,Unemployed,4,Excellent,0.293070744,195287,0,Lake Lee,SD,Somalia,3,2,Medium
46,Non-binary,High School,Divorced,107242,613,10917,Auto,Employed,17,Good,0.240309766,129237,3,Matthewshire,MO,Peru,2,2,Low
66,Male,Bachelor's,Widowed,38423,790,8534,Business,Employed,16,Good,0.385555667,231882,2,Parkerfort,ME,Sao Tome and Principe,0,2,Low
28,Non-binary,Master's,Single,68001,690,23940,Business,Unemployed,15,Good,0.29210826,191836,4,North Ernest,TX,Isle of Man,4,2,High
37,Female,PhD,Widowed,70559,744,40422,Auto,Unemployed,12,Fair,0.241869324,49173,4,Debbieburgh,LA,Burkina Faso,4,2,Medium
31,Male,Master's,Divorced,110680,782,37605,Business,Employed,8,Excellent,0.30257592,123105,3,Jamesstad,VA,Greece,0,0,Medium
29,Male,PhD,Widowed,83211,754,49587,Home,Employed,3,Fair,0.437862103,209931,4,Bennettbury,CA,Jordan,4,0,Medium
65,Male,Bachelor's,Widowed,98314,625,27295,Auto,Employed,3,Excellent,0.455985401,292546,3,North Ronaldfort,SC,Serbia,2,1,High
66,Non-binary,PhD,Married,111544,748,22812,Home,Self-employed,7,Fair,0.55140403,281631,3,Hernandezchester,OH,Malawi,0,0,Low
66,Female,Master's,Single,33107,794,13463,Business,Self-employed,16,Fair,0.212985165,24387,4,East Dan,ID,Saint Martin,0,0,Low
34,Female,PhD,Divorced,22703,665,31274,Auto,Self-employed,11,Excellent,0.417962284,103999,0,New Kiara,CA,Oman,4,0,High
59,Female,High School,Single,68120,657,34122,Home,Employed,17,Excellent,0.550016182,100167,1,Perkinsbury,ME,Cote d'Ivoire,3,2,Medium
52,Female,High School,Married,110179,749,42559,Personal,Self-employed,15,Fair,0.525626534,132745,2,North William,VI,Western Sahara,2,1,High
28,Female,Bachelor's,Widowed,42030,665,15203,Auto,Self-employed,3,Fair,0.101513769,120645,4,Michaelchester,WA,Armenia,1,0,Low
63,Male,Bachelor's,Divorced,97614,601,40182,Home,Self-employed,17,Fair,0.470057371,240712,4,North Tammy,FL,Colombia,4,0,Medium
51,Male,PhD,Married,104075,693,49212,Auto,Employed,10,Fair,0.297267127,45516,2,Walkermouth,NC,Palau,2,1,Low
24,Female,High School,Married,115157,737,33707,Home,Employed,2,Fair,0.287578231,281687,0,West Brittney,AR,Sierra Leone,1,0,Medium
67,Male,Master's,Widowed,31333,770,21238,Personal,Employed,15,Fair,0.12386906,101545,2,Lake Kellyfort,LA,Fiji,0,1,Medium
63,Male,High School,Married,33403,627,36664,Personal,Employed,2,Poor,0.206581809,24674,3,Harrisonside,PA,Afghanistan,3,0,Medium
56,Non-binary,Master's,Widowed,77751,683,42422,Home,Employed,15,Excellent,0.462628924,206056,0,Port Sabrinaberg,LA,Lao People's Democratic Republic,3,1,Medium
36,Male,Master's,Married,112302,793,12611,Business,Unemployed,9,Excellent,0.360279078,228333,1,West Peter,PR,Guyana,0,2,Low
59,Male,High School,Married,21316,682,13911,Personal,Unemployed,5,Good,0.168292444,80096,4,Port Hannah,NM,Tajikistan,2,0,Low
38,Male,Master's,Widowed,90600,684,27579,Business,Employed,18,Fair,0.378533718,76653,3,Port Brianamouth,SD,Canada,4,0,Medium
26,Male,PhD,Married,81336,644,24553,Business,Employed,12,Good,0.408051121,239452,2,Gonzalesstad,KS,Libyan Arab Jamahiriya,0,0,Low
32,Female,Master's,Widowed,94165,709,12136,Personal,Self-employed,10,Excellent,0.477534127,170005,1,Hunterview,CA,Kyrgyz Republic,3,0,High
67,Female,High School,Married,38300,716,29966,Auto,Unemployed,5,Excellent,0.18815423,264088,0,Lake Jasonside,RI,Sudan,4,1,Low
31,Non-binary,Bachelor's,Single,81046,657,18011,Business,Employed,17,Excellent,0.387406102,79741,4,South Jeff,TX,Aruba,0,1,Medium
50,Female,Master's,Divorced,48520,751,14121,Personal,Unemployed,16,Good,0.569415915,214041,3,Morenoborough,WA,Guinea,4,0,Low
51,Male,High School,Married,21783,686,31157,Personal,Unemployed,13,Good,0.226281878,22824,0,Shepardfurt,IN,Cape Verde,4,0,Low
26,Male,High School,Divorced,35076,616,33499,Personal,Employed,4,Fair,0.309894382,241425,0,North Angela,ID,Andorra,3,0,Low
55,Male,High School,Single,64713,762,16304,Business,Self-employed,11,Fair,0.526407919,244760,2,East Jacobfort,PR,Uganda,4,1,Low
33,Non-binary,Master's,Married,46110,666,17624,Personal,Unemployed,0,Good,0.568873615,101322,4,South Deborahborough,KS,Vanuatu,1,2,Medium
42,Female,High School,Married,56345,639,38065,Business,Unemployed,5,Fair,0.487271589,163286,2,New Mary,NM,Saint Pierre and Miquelon,0,0,Low
59,Female,PhD,Widowed,41711,766,44543,Business,Self-employed,1,Good,0.382859589,291507,3,New Derek,RI,Hong Kong,0,2,Low
43,Non-binary,PhD,Single,76982,773,13838,Business,Self-employed,9,Good,0.503690999,184426,0,Wrightburgh,GA,Poland,2,0,Low
59,Male,PhD,Single,76332,720,43813,Home,Self-employed,3,Excellent,0.249117186,180807,1,West Markhaven,NY,Palestinian Territory,1,2,Low
36,Non-binary,PhD,Widowed,119449,711,13482,Business,Unemployed,15,Fair,0.466426757,289477,0,West James,PW,Kuwait,0,1,Low
52,Male,Bachelor's,Single,48564,626,14969,Auto,Employed,3,Good,0.278043394,227102,0,Mcdonaldstad,OK,Sudan,0,2,Medium
66,Female,PhD,Married,66978,671,20590,Personal,Self-employed,4,Fair,0.172828802,159592,4,South Lisatown,RI,Cook Islands,1,0,Low
47,Non-binary,High School,Single,49553,720,11103,Auto,Unemployed,9,Excellent,0.292267959,214331,2,Hufffurt,MA,Uzbekistan,2,2,High
26,Non-binary,Bachelor's,Married,58051,742,20180,Personal,Unemployed,5,Good,0.225142404,170046,2,Smithmouth,IL,Guernsey,3,1,Low
37,Male,Master's,Widowed,85206,617,18763,Home,Self-employed,2,Poor,0.140244082,77080,3,Scottburgh,MH,Aruba,3,2,Low
29,Non-binary,PhD,Divorced,61003,675,38875,Auto,Unemployed,19,Good,0.41639054,94609,3,Maldonadoborough,FM,Bhutan,1,0,Low
56,Non-binary,High School,Single,22882,708,19068,Home,Employed,8,Fair,0.405214608,124941,2,Annaborough,KY,Guam,1,1,Low
52,Male,PhD,Single,96593,656,46732,Home,Employed,3,Excellent,0.340954339,83728,0,South Donaldburgh,NV,Yemen,2,0,Medium
30,Non-binary,Bachelor's,Single,62732,773,34210,Auto,Unemployed,6,Fair,0.228369525,257721,2,Craigburgh,AZ,Luxembourg,1,2,High
18,Non-binary,High School,Single,30528,622,5576,Business,Employed,17,Excellent,0.466036796,30533,0,Russellfort,RI,Central African Republic,1,0,Low
49,Female,Master's,Divorced,71341,794,49107,Business,Unemployed,12,Poor,0.175569163,41105,1,North Brett,NE,Central African Republic,0,1,Low
49,Female,Master's,Divorced,27045,611,47970,Auto,Employed,3,Poor,0.170588575,65751,2,North Kellyfort,PR,Iran,0,2,High
29,Male,PhD,Widowed,95449,720,33414,Business,Unemployed,17,Excellent,0.406111251,160191,2,Port Cathyfort,AL,Dominica,4,2,Medium
24,Male,Master's,Married,21949,642,36062,Home,Self-employed,17,Poor,0.233166923,252969,4,South Kimberly,CT,Papua New Guinea,0,1,Low
46,Non-binary,PhD,Married,48875,713,40866,Personal,Self-employed,4,Good,0.182277969,289942,0,Martinezfort,PR,Tokelau,1,0,High
64,Male,Bachelor's,Divorced,114075,683,33459,Home,Self-employed,7,Excellent,0.223118607,266721,2,Lake Brandonbury,OH,Belarus,3,1,Low
66,Female,PhD,Widowed,23333,700,8691,Business,Self-employed,1,Poor,0.581937727,224931,4,Wardville,IN,Montenegro,0,2,Low
61,Non-binary,Master's,Single,75304,624,43429,Business,Unemployed,2,Good,0.36522977,154750,0,Christinamouth,UT,Bangladesh,1,2,Low
67,Non-binary,Master's,Widowed,58398,603,45069,Auto,Employed,14,Poor,0.102284585,114564,0,New Victoria,NV,British Indian Ocean Territory (Chagos Archipelago),0,2,Low
50,Male,Bachelor's,Divorced,58733,702,30150,Auto,Unemployed,18,Good,0.491573038,265600,1,Lake Paige,LA,Guyana,0,0,Low
29,Male,High School,Single,47453,717,20360,Business,Unemployed,6,Good,0.235224944,114799,2,Wesleyshire,NJ,Nicaragua,3,2,Low
33,Male,High School,Divorced,54018,723,20117,Business,Employed,17,Excellent,0.369325114,153161,2,Ronnieburgh,AL,Greenland,1,0,Medium
25,Non-binary,PhD,Divorced,92082,673,11866,Personal,Unemployed,14,Good,0.341998511,85031,1,North Megan,SC,Cape Verde,2,0,Medium
41,Female,Master's,Divorced,44044,653,40301,Personal,Employed,6,Good,0.512761001,168077,1,East Martinmouth,VI,French Guiana,3,0,Low
65,Female,High School,Single,30162,771,20455,Business,Self-employed,13,Excellent,0.290644354,227598,0,North Amanda,MH,British Virgin Islands,1,2,Medium
49,Male,Bachelor's,Widowed,20982,779,47146,Home,Self-employed,15,Good,0.193327283,39994,3,Lake Anthony,CT,Eritrea,2,2,Low
68,Male,Bachelor's,Divorced,49692,703,5298,Personal,Employed,12,Excellent,0.210479522,153524,3,Davisfort,VI,Mauritius,1,0,Low
18,Male,High School,Widowed,82345,768,41843,Personal,Employed,3,Poor,0.533141701,186649,0,North James,MS,Bolivia,2,0,Low
37,Male,PhD,Widowed,54409,642,29513,Home,Employed,14,Fair,0.423625811,243686,1,Petersonborough,MS,United States Minor Outlying Islands,3,0,Medium
35,Female,Master's,Married,113566,686,31362,Auto,Employed,10,Excellent,0.318388575,183782,4,North Amy,SC,Saint Barthelemy,2,1,Low
52,Non-binary,Bachelor's,Married,64493,674,9677,Business,Unemployed,9,Fair,0.143662248,90805,3,Vaughnshire,NY,Svalbard & Jan Mayen Islands,4,1,Medium
65,Non-binary,Bachelor's,Single,47924,679,22253,Auto,Self-employed,14,Poor,0.417681509,85781,2,North Susanbury,ME,Iran,1,2,Medium
54,Male,Bachelor's,Widowed,72136,792,30786,Personal,Employed,4,Fair,0.202608274,242005,2,East Derrickhaven,VT,Mozambique,1,2,Medium
33,Female,PhD,Divorced,32129,647,34309,Business,Self-employed,11,Good,0.346677924,228991,0,Laurieborough,NH,Cyprus,3,0,High
35,Non-binary,Bachelor's,Divorced,66458,625,22681,Personal,Self-employed,5,Poor,0.477886606,217260,4,East James,CA,Seychelles,2,0,Low
36,Non-binary,Master's,Divorced,106623,686,12496,Home,Unemployed,18,Good,0.212763326,186297,1,New Kerri,ME,Burundi,0,2,Low
